white_elo,black_elo,eco,opening,result,num_plies,time_control
1960,2001,A01,Nimzo-Larsen Attack: Indian Variation,0-1,62,180+0
2283,2263,C25,"Vienna Gambit, with Max Lange Defense: Quelle Gambit",1-0,69,180+0
1425,1428,C02,"French Defense: Advance Variation, Euwe Variation",0-1,72,180+0
1847,1908,A40,Queen's Pawn Game: Modern Defense,0-1,52,180+0
1817,1793,C45,Scotch Game: Schmidt Variation,0-1,100,180+0
1431,1469,A01,Nimzo-Larsen Attack: Classical Variation,0-1,108,180+0
2065,2060,B30,Sicilian Defense: Old Sicilian,1/2-1/2,47,180+0
1481,1510,D02,"Queen's Pawn Game: London System, with e6",0-1,120,180+0
1282,1383,B00,Pirc Defense,0-1,84,180+0
1523,1554,C20,King's Pawn Game: Leonardis Variation,0-1,22,180+0
2120,2067,C40,Elephant Gambit: Paulsen Countergambit,1-0,10,180+0
1879,1736,C00,French Defense: Knight Variation,1-0,65,300+10
1983,1961,D24,Queen's Gambit Accepted: Showalter Variation,1-0,87,600+0
2018,2010,A01,Nimzo-Larsen Attack: Modern Variation,0-1,84,120+1
1629,1059,C53,Italian Game: Classical Variation,1-0,43,600+5
1012,1180,C00,French Defense: Two Knights Variation,1-0,35,600+5
1080,763,C25,Vienna Game: Anderssen Defense,1-0,65,600+5
1085,1093,C40,King's Pawn Game: McConnell Defense,0-1,36,600+5
840,1087,C50,Four Knights Game: Italian Variation,0-1,20,600+5
881,783,A00,Hungarian Opening,0-1,60,600+5
1048,1085,A46,Indian Defense: Wade-Tartakower Defense,0-1,114,300+0
1904,1858,C00,French Defense: La Bourdonnais Variation,1-0,87,300+0
1496,1530,C00,French Defense: La Bourdonnais Variation,1/2-1/2,80,300+0
1412,1381,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,64,300+0
1733,1733,B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",0-1,128,300+0
1350,1351,B20,Sicilian Defense: Bowdler Attack,1-0,73,300+0
1983,1963,A01,Nimzo-Larsen Attack,0-1,60,60+0
1630,1632,C20,King's Pawn Game: Leonardis Variation,1-0,63,60+0
1396,1384,B20,Sicilian Defense,1-0,41,60+0
1892,1888,B00,Owen Defense,0-1,96,60+0
1930,1960,C41,Philidor Defense,0-1,56,60+0
1721,1653,A06,Zukertort Opening: Tennison Gambit,0-1,56,60+0
1851,1869,A45,Indian Defense: Accelerated London System,0-1,54,60+0
1927,1928,D00,Queen's Pawn Game: Accelerated London System,1-0,93,60+0
1747,1745,A34,"English Opening: Symmetrical Variation, Fianchetto Variation",1-0,19,60+0
1160,1170,A41,Queen's Pawn Game,1-0,85,60+0
2529,2467,C60,Ruy Lopez: Alapin Defense,0-1,38,60+0
1431,1410,B10,Caro-Kann Defense,0-1,50,60+0
2005,2018,A06,Zukertort Opening: Tennison Gambit,0-1,46,60+0
1560,1515,A41,Queen's Pawn Game,1-0,53,60+0
2260,2399,A40,Englund Gambit Declined: Reversed Alekhine,0-1,55,60+0
1738,1730,A05,Polish Opening: Zukertort System,0-1,52,60+0
1585,1602,A10,English Opening: Great Snake Variation,0-1,20,60+0
1123,1124,B30,Sicilian Defense: Old Sicilian,0-1,99,600+0
1221,1307,C00,French Defense,0-1,52,600+0
1624,1624,A00,Van't Kruijs Opening,0-1,60,600+0
1824,1930,C41,Philidor Defense: Bird Gambit,1-0,25,600+0
1547,1514,D38,Queen's Gambit Declined: Ragozin Defense,1-0,53,600+0
1488,1427,D55,"Queen's Gambit Declined: Modern Variation, Normal Line",1-0,133,600+0
1620,1612,C00,French Defense: Knight Variation,0-1,34,600+0
1116,1109,B00,Owen Defense,0-1,68,600+0
1631,1625,B50,Sicilian Defense,1-0,87,600+0
1068,1164,D00,Queen's Pawn Game,0-1,92,600+0
1545,1581,B00,Pirc Defense,0-1,54,15+0
1297,1299,B20,Sicilian Defense: Bowdler Attack,0-1,88,600+5
2027,2036,B21,Sicilian Defense: Smith-Morra Gambit,0-1,88,600+5
1636,1679,C28,"Vienna Game: Stanley Variation, Three Knights Variation",1-0,59,600+5
1624,1551,C29,"Vienna Game: Vienna Gambit, Main Line",1-0,61,600+5
1873,1860,C20,King's Pawn Game: MacLeod Attack,0-1,64,300+0
964,962,A06,Zukertort Opening: Tennison Gambit,1-0,51,180+0
1948,1945,A36,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",1-0,53,180+0
1748,1733,A02,Bird Opening,1-0,87,180+0
1808,1811,A10,English Opening,0-1,62,180+0
2423,2466,C89,"Ruy Lopez: Marshall Attack, Modern Main Line",1-0,55,180+0
2039,2053,B32,Sicilian Defense: Löwenthal Variation,1-0,81,180+0
1815,1814,A40,Queen's Pawn Game,1/2-1/2,114,180+0
1613,1633,C01,French Defense: Exchange Variation,0-1,62,180+0
2015,2023,B21,Sicilian Defense: Smith-Morra Gambit,1-0,65,180+0
1452,1476,C00,French Defense: Knight Variation,0-1,40,180+0
1694,1664,C70,Ruy Lopez: Bird's Defense Deferred,1/2-1/2,139,180+0
1106,1076,A01,Nimzo-Larsen Attack: Modern Variation,1-0,44,180+0
1332,1304,C50,Italian Game: Giuoco Pianissimo,0-1,40,180+0
1882,1932,A43,Benoni Defense: Benoni Gambit Accepted,0-1,56,180+0
1514,1497,A45,Trompowsky Attack,1-0,137,180+0
1140,1177,B06,Modern Defense: Two Knights Variation,1-0,123,180+0
1205,1313,B20,Sicilian Defense: Staunton-Cochrane Variation,0-1,74,900+3
2288,2393,B40,Sicilian Defense: Marshall Counterattack,0-1,76,180+0
977,1029,C20,King's Pawn Game: Leonardis Variation,0-1,60,600+10
999,1106,C10,"French Defense: Rubinstein Variation, Fort Knox Variation",1-0,57,300+3
1236,1243,D02,Queen's Pawn Game: Symmetrical Variation,1-0,35,300+3
1665,1614,B10,Caro-Kann Defense,1-0,65,300+3
1470,1459,A40,Queen's Pawn Game: Modern Defense,1-0,73,300+3
1248,1172,D02,Queen's Pawn Game: Chigorin Variation,1-0,73,300+3
1494,1484,B10,Caro-Kann Defense,0-1,66,300+3
2015,1988,C44,"Scotch Game: Scotch Gambit, Göring Gambit Declined",1/2-1/2,66,180+0
1448,1433,C25,Vienna Game: Max Lange Defense,0-1,60,180+0
2112,2047,C50,"Italian Game: Classical Variation, Albin Gambit",0-1,76,180+0
1627,1509,A01,Nimzo-Larsen Attack: Classical Variation,1-0,131,180+0
1898,1820,B50,Sicilian Defense: Modern Variations,1-0,31,180+0
2294,2406,A46,Indian Defense: Wade-Tartakower Defense,0-1,148,180+0
1809,1812,C63,Ruy Lopez: Schliemann Defense,1-0,169,180+0
2066,2074,C44,Ponziani Opening: Ponziani Countergambit,1-0,59,180+0
2077,2202,A00,Van't Kruijs Opening,1-0,81,180+0
1454,1473,B27,Sicilian Defense: Hyperaccelerated Dragon,1-0,83,180+0
1940,1917,C10,French Defense: Marshall Gambit,1-0,85,180+0
1652,1651,C30,King's Gambit Declined: Queen's Knight Defense,1-0,55,180+0
1875,1846,A04,Zukertort Opening: Slav Invitation,1-0,75,180+0
1788,1733,B06,Modern Defense: Bishop Attack,0-1,116,180+0
1172,1168,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",1-0,89,180+0
1691,1690,B20,Sicilian Defense,0-1,116,180+0
1632,1634,A40,English Defense,1-0,57,180+0
1698,1798,B00,Duras Gambit,1/2-1/2,154,300+3
2116,2037,C41,Philidor Defense: Hanham Variation,0-1,79,300+0
1935,2018,C47,Four Knights Game: Halloween Gambit,0-1,80,15+0
1255,1292,C40,King's Pawn Game: Busch-Gass Gambit,1-0,55,300+0
1030,1049,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",0-1,52,300+0
1937,2039,B21,Sicilian Defense: McDonnell Attack,0-1,80,300+0
1657,1680,A01,Nimzo-Larsen Attack: Modern Variation,1-0,17,300+0
960,1027,C34,King's Gambit Accepted: King's Knight's Gambit,0-1,68,300+0
1189,1233,A40,English Defense,1-0,59,300+0
1180,1184,C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",0-1,50,300+0
1732,1709,B01,Scandinavian Defense,0-1,114,300+0
1925,1926,C44,Scotch Game: Lolli Variation,1/2-1/2,92,300+0
2140,2060,B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",1-0,79,300+0
1315,1351,B07,Pirc Defense,1/2-1/2,94,300+0
1507,1553,D02,Queen's Pawn Game: Zukertort Variation,1-0,81,300+0
2174,2223,B20,Sicilian Defense: Mengarini Variation,0-1,72,300+0
1591,1560,C41,Philidor Defense,0-1,58,300+0
1775,1824,A41,Old Indian Defense,0-1,96,300+0
1652,1601,A00,Hungarian Opening,1-0,45,300+0
1138,1112,C64,"Ruy Lopez: Classical Variation, Central Variation",1-0,81,300+0
1650,1661,D35,Queen's Gambit Declined: Exchange Variation,1-0,55,600+0
1111,1105,C50,Italian Game: Anti-Fried Liver Defense,1-0,63,600+0
1814,1816,C00,Rat Defense: Small Center Defense,1-0,107,600+0
1500,1496,A00,Polish Opening,0-1,42,600+0
1169,1247,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",1-0,73,600+0
1885,1863,D06,Queen's Gambit Declined: Marshall Defense,1-0,147,600+0
1472,1429,D00,Queen's Pawn Game,0-1,62,600+0
1372,1319,B00,Nimzowitsch Defense: Williams Variation,0-1,58,600+0
2049,2020,B13,Caro-Kann Defense: Exchange Variation,1/2-1/2,160,600+0
1269,1288,B06,Modern Defense,1-0,49,600+0
1555,1521,B20,Sicilian Defense: Bowdler Attack,1-0,17,600+0
1291,1294,A40,Queen's Pawn Game: Modern Defense,1-0,54,180+2
1720,1723,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense",1-0,33,180+2
1617,1527,D02,Queen's Pawn Game: Zukertort Variation,1-0,33,180+2
1334,1345,A00,Van't Kruijs Opening,1/2-1/2,145,180+2
1367,1309,C30,King's Gambit,1-0,15,180+2
2112,2113,B90,"Sicilian Defense: Najdorf Variation, English Attack",1-0,83,180+2
2069,2081,A00,Van't Kruijs Opening,1-0,77,180+2
1828,1813,B32,Sicilian Defense: Löwenthal Variation,1-0,129,180+2
1206,1209,A43,Benoni Defense: Old Benoni,1-0,81,180+2
1524,1508,C00,French Defense: Pelikan Variation,0-1,70,180+2
1838,1879,A13,English Opening: Agincourt Defense,1-0,89,180+2
1578,1535,B06,Modern Defense,1-0,91,180+0
2002,1999,A46,Indian Defense: Spielmann-Indian,0-1,28,60+0
1527,1545,A40,Englund Gambit,1-0,57,60+0
1640,1638,C64,Ruy Lopez: Classical Variation,1/2-1/2,102,60+0
1732,1753,A04,Zukertort Opening: Black Mustang Defense,1-0,125,60+0
784,818,D00,Queen's Pawn Game,0-1,54,300+3
1450,1510,A09,Réti Opening: Advance Variation,0-1,80,300+3
1221,1240,B00,Duras Gambit,1-0,69,300+3
1813,1832,C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",1-0,43,300+3
1537,1547,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,24,300+3
2015,2092,A41,Rat Defense: English Rat,*,32,-
1715,1705,C50,Italian Game: Paris Defense,0-1,14,180+0
1191,1209,C02,"French Defense: Advance Variation, Nimzowitsch System",1-0,69,180+0
1321,1327,B01,Scandinavian Defense,0-1,116,180+0
1478,1409,C56,Italian Game: Scotch Gambit,1-0,71,180+0
1407,1400,C25,Vienna Game,1-0,49,180+0
2278,2311,B53,Sicilian Defense: Chekhover Variation,1-0,105,180+0
1007,1016,A40,Englund Gambit Declined: Reversed French,0-1,124,180+0
1980,1926,C00,French Defense,0-1,106,180+0
1297,1285,A00,Hungarian Opening,1-0,40,180+0
1871,1836,D02,Queen's Pawn Game: Krause Variation,0-1,74,180+0
2095,2047,A09,Réti Opening,0-1,78,180+0
1824,1787,B20,Sicilian Defense,1-0,101,180+0
1137,1259,C41,Philidor Defense: Exchange Variation,1-0,77,180+0
1533,1532,D02,Queen's Pawn Game: Krause Variation,1-0,35,180+0
1493,1516,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation",0-1,50,180+0
1686,1691,B06,Modern Defense,0-1,68,180+0
2133,2205,A40,English Defense,0-1,54,180+0
1926,1922,B06,Modern Defense,0-1,63,180+0
1053,1232,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,82,60+1
1017,1087,C41,Philidor Defense: Exchange Variation,1-0,63,60+0
1755,1769,A40,Horwitz Defense,0-1,70,60+0
2288,2317,B56,Sicilian Defense: Classical Variation,1/2-1/2,136,60+0
1450,1439,A40,Englund Gambit Declined: Reversed French,0-1,30,60+0
1578,1546,B90,Sicilian Defense: Najdorf Variation,1-0,67,60+0
1792,1789,A00,Van't Kruijs Opening,0-1,82,60+0
2012,1978,A00,Clemenz Opening,0-1,64,60+0
2155,2131,E90,"King's Indian Defense: Normal Variation, Rare Defenses",0-1,23,60+0
1812,1800,B40,Sicilian Defense: Smith-Morra Gambit Deferred,1-0,85,60+0
1717,1739,A01,Nimzo-Larsen Attack: Modern Variation,0-1,122,60+0
2016,2015,D04,Queen's Pawn Game: Colle System,1-0,55,60+0
2158,2222,C46,Three Knights Opening,0-1,70,60+0
1124,1116,C24,Bishop's Opening: Vienna Hybrid,1-0,53,60+0
1532,1537,B00,Pirc Defense,1-0,57,60+0
1356,1406,D04,Queen's Pawn Game: Colle System,0-1,48,60+0
703,701,C20,King's Pawn Game: Napoleon Attack,1-0,53,60+0
1676,1699,D38,Queen's Gambit Declined: Ragozin Defense,0-1,62,60+0
2094,2122,B13,Caro-Kann Defense: Exchange Variation,0-1,60,60+0
1604,1609,B07,Pirc Defense,1-0,61,60+0
2656,2686,D11,"Slav Defense: Quiet Variation, Pin Defense",1-0,95,60+0
2004,2084,A01,Nimzo-Larsen Attack,1/2-1/2,120,60+0
2191,1503,D45,Semi-Slav Defense: Main Line,1-0,49,60+0
2507,1855,B01,Scandinavian Defense: Valencian Variation,1-0,71,60+0
2041,2180,A40,Queen's Pawn Game,0-1,68,60+0
1972,2016,A40,Queen's Pawn Game: Modern Defense,0-1,78,60+0
1322,1935,A01,Nimzo-Larsen Attack: Indian Variation,0-1,60,60+0
1458,2340,C20,King's Pawn Game: Leonardis Variation,0-1,64,60+0
1808,2111,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,0-1,94,60+0
1816,1975,A41,Queen's Pawn Game,0-1,68,60+0
1486,1647,B00,Rat Defense: Harmonist,1-0,53,60+0
962,1137,C40,King's Pawn Game: Busch-Gass Gambit,1-0,19,900+15
1698,1749,B50,Sicilian Defense: Modern Variations,1-0,63,600+0
1459,1472,A40,Englund Gambit: Main Line,1/2-1/2,110,600+0
1790,1767,D00,Queen's Pawn Game: Accelerated London System,1-0,35,600+0
1872,1861,B21,Sicilian Defense: McDonnell Attack,1-0,65,600+0
1413,1423,C02,French Defense: Advance Variation,1-0,29,600+0
1555,1549,D35,Queen's Gambit Declined: Exchange Variation,0-1,36,600+0
2022,2117,C56,"Italian Game: Scotch Gambit, Max Lange Attack",0-1,36,600+0
1091,1102,C40,King's Pawn Game: Damiano Defense,1-0,59,300+0
1399,1517,A01,Nimzo-Larsen Attack,1-0,39,600+0
1357,1300,C00,French Defense: Normal Variation,0-1,76,600+0
1284,1276,C00,Rat Defense: Small Center Defense,0-1,90,600+0
1868,1842,C41,Philidor Defense,1/2-1/2,163,600+0
2168,2331,A00,Mieses Opening: Reversed Rat,0-1,92,600+0
2085,2122,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0-1,38,600+0
2023,2042,D15,Slav Defense: Three Knights Variation,0-1,52,180+0
1350,1239,D38,Queen's Gambit Declined: Ragozin Defense,1-0,71,180+0
967,1070,C47,Four Knights Game: Scotch Variation Accepted,1-0,43,180+0
1864,1886,B01,Scandinavian Defense: Valencian Variation,1-0,123,180+0
1217,1226,D20,Queen's Gambit Accepted: Saduleto Variation,0-1,68,180+0
2053,2063,D08,Queen's Gambit Declined: Albin Countergambit,1-0,145,180+0
1133,1175,C42,Petrov's Defense: Three Knights Game,1/2-1/2,97,180+0
1643,1697,C23,Bishop's Opening,0-1,76,180+0
2013,2002,C00,French Defense: Steiner Variation,0-1,90,180+0
2115,2112,B21,Sicilian Defense: Smith-Morra Gambit Accepted,0-1,136,180+0
1620,1627,D00,Queen's Pawn Game: Accelerated London System,0-1,50,180+0
1497,1581,B10,Caro-Kann Defense,0-1,40,180+0
2186,2158,A43,Benoni Defense: Old Benoni,1-0,147,180+0
1721,1730,C00,French Defense: La Bourdonnais Variation,1-0,41,180+0
1991,1949,A53,Old Indian Defense,0-1,34,180+0
2268,2269,A00,Van Geet Opening,1-0,101,180+0
1730,1813,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense",1-0,109,180+0
2098,2110,B01,Scandinavian Defense: Modern Variation,0-1,110,60+0
1937,1975,B21,Sicilian Defense: McDonnell Attack,1-0,63,180+0
1362,1321,C20,King's Pawn Game: Napoleon Attack,0-1,34,300+5
2717,2737,A00,Hungarian Opening,0-1,100,30+0
1886,1964,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",0-1,80,420+7
1232,1650,A40,Queen's Pawn Game: Modern Defense,0-1,50,300+0
1576,1643,A00,Grob Opening: Grob Gambit,0-1,68,300+0
1499,1558,B10,Caro-Kann Defense,1-0,47,300+0
1329,1543,A40,English Defense,0-1,42,300+0
1355,1371,D02,Queen's Pawn Game: Chigorin Variation,0-1,54,300+0
885,910,C42,Petrov's Defense: Stafford Gambit,0-1,50,120+1
1006,630,C23,Bishop's Opening,1-0,69,120+1
423,893,C20,King's Pawn Game: Leonardis Variation,0-1,70,120+1
869,954,C20,English Opening: The Whale,1-0,47,180+2
1942,1839,B23,Sicilian Defense: Closed,0-1,120,180+2
1765,1752,C41,Philidor Defense,0-1,40,180+2
2184,2187,E70,King's Indian Defense: Kramer Variation,1-0,67,180+2
1377,1302,B21,"Bird Opening: Dutch Variation, Batavo Gambit",1-0,75,180+2
1169,1171,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,54,180+2
1694,1702,B21,Sicilian Defense: McDonnell Attack,1-0,47,180+2
990,1039,C41,Philidor Defense,1-0,13,180+2
1442,1432,D00,Queen's Pawn Game: Chigorin Variation,0-1,18,180+2
1207,1195,C50,Italian Game: Giuoco Piano,0-1,34,180+2
1705,1708,B03,Alekhine Defense: Four Pawns Attack,0-1,40,180+2
2161,2075,A00,Saragossa Opening,1-0,53,180+2
1130,1092,B10,Caro-Kann Defense,0-1,84,180+2
1273,1500,B20,Sicilian Defense: Bowdler Attack,0-1,44,600+0
1545,1568,D00,Queen's Pawn Game: Stonewall Attack,0-1,58,600+0
1515,1409,A40,Englund Gambit: Main Line,0-1,56,600+0
1769,1749,D00,Queen's Pawn Game,1-0,49,600+0
1779,1804,C02,"French Defense: Advance Variation, Paulsen Attack",1-0,43,600+0
2065,2065,A05,King's Indian Attack: Symmetrical Defense,1/2-1/2,124,600+0
769,827,B12,Caro-Kann Defense: Maróczy Variation,1-0,69,600+0
1133,1237,B01,Scandinavian Defense: Modern Variation,0-1,32,600+0
1331,1226,C50,Italian Game: Paris Defense,0-1,22,600+0
1019,1054,C41,Philidor Defense,1-0,101,600+5
1710,1792,C41,Philidor Defense,1-0,73,600+5
1170,1276,C00,French Defense: Normal Variation,1-0,99,600+5
1638,1640,C50,Italian Game,0-1,72,600+5
1079,1180,B10,Caro-Kann Defense,0-1,118,600+5
1331,1346,B21,Sicilian Defense: Smith-Morra Gambit,0-1,110,600+5
1206,1193,C00,French Defense: Normal Variation,0-1,64,180+0
1432,1449,C02,"French Defense: Advance Variation, Nimzowitsch System",0-1,36,180+0
1734,1742,A40,Englund Gambit,1-0,63,180+0
1701,1714,D12,"Slav Defense: Quiet Variation, Schallopp Defense",1-0,57,180+0
1838,1841,C23,Bishop's Opening,0-1,78,180+0
1762,1765,C11,"French Defense: Classical Variation, Delayed Exchange Variation",0-1,94,180+0
1535,1457,C10,French Defense: Paulsen Variation,0-1,62,180+0
2122,1598,C00,French Defense: Two Knights Variation,1-0,77,300+0
1582,989,B00,King's Pawn Game,1-0,1,300+0
1743,1742,B01,Scandinavian Defense: Blackburne Gambit,1-0,75,180+0
1883,1853,C22,Center Game: Hall Variation,1-0,47,180+0
2150,1824,C25,Vienna Game,1-0,83,180+0
2191,2163,D00,Queen's Pawn Game: Accelerated London System,0-1,54,300+0
2091,1747,A02,Bird Opening,1-0,123,300+0
2469,2403,A00,Saragossa Opening,1-0,79,30+0
1602,2139,B06,Modern Defense,1-0,33,30+0
2468,1741,A01,Nimzo-Larsen Attack: Modern Variation,1-0,75,30+0
1112,1282,A20,English Opening: King's English Variation,1-0,61,60+0
1220,1241,B23,Sicilian Defense: Closed,1-0,69,60+0
1655,1427,B10,Caro-Kann Defense,1-0,107,180+2
2123,2082,A05,Zukertort Opening: Nimzo-Larsen Variation,0-1,60,180+2
1058,1030,C20,King's Pawn Game: Mengarini's Opening,0-1,92,120+1
1134,1147,C64,"Ruy Lopez: Classical Variation, Central Variation",0-1,88,120+1
1015,984,D06,Queen's Gambit Declined: Baltic Defense,0-1,50,120+1
1772,1828,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",0-1,66,120+1
1609,1731,A13,English Opening: Agincourt Defense,1-0,63,120+1
2028,2019,A88,"Dutch Defense: Leningrad Variation, Warsaw Variation",1-0,71,120+1
1357,1387,C20,English Opening: The Whale,1-0,59,120+1
1236,1192,B06,Modern Defense,1-0,47,120+1
1488,1580,D70,Neo-Grünfeld Defense: with Nf3,0-1,36,120+1
2327,2294,A22,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",1-0,121,120+1
2005,1989,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack",0-1,56,120+1
1237,1353,B21,Sicilian Defense: Smith-Morra Gambit,0-1,50,120+1
921,1007,C44,Scotch Game,1-0,23,60+0
1832,1839,C00,French Defense: King's Indian Attack,1-0,39,60+0
1244,1332,C28,"Vienna Game: Stanley Variation, Three Knights Variation",0-1,84,60+0
2135,2052,B08,Pirc Defense: Classical Variation,0-1,27,60+0
2225,2244,A00,Van't Kruijs Opening,1-0,83,60+0
1430,1549,A40,Horwitz Defense,0-1,66,60+0
1926,1860,C44,Scotch Game,0-1,114,60+0
1997,1952,A00,Van't Kruijs Opening,1/2-1/2,122,60+0
1670,1673,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0-1,58,60+0
1738,1684,C40,King's Pawn Game: Busch-Gass Gambit,0-1,58,60+0
1634,1669,B01,Scandinavian Defense,1-0,59,60+0
1340,1388,B00,Owen Defense,0-1,60,60+0
1132,1226,B10,Caro-Kann Defense,1-0,65,60+0
1658,1610,B00,Carr Defense,1-0,67,60+0
1489,1475,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",0-1,50,60+0
2011,2030,A45,Trompowsky Attack,0-1,60,60+0
1827,1820,A41,Queen's Pawn Game,1-0,55,60+0
2198,2144,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",1-0,43,60+0
1953,1891,C00,French Defense: La Bourdonnais Variation,0-1,68,180+2
1754,1735,D30,Queen's Gambit Declined,0-1,42,180+2
1989,1984,B23,Sicilian Defense: Closed,0-1,66,180+2
1439,1428,A45,Indian Defense: Accelerated London System,1-0,39,180+2
2103,2026,B00,Pirc Defense,1/2-1/2,74,180+2
1627,1642,B21,Sicilian Defense: McDonnell Attack,1-0,39,180+2
1732,1707,B01,Scandinavian Defense,1/2-1/2,99,180+2
1417,1366,C62,Ruy Lopez: Steinitz Defense,0-1,64,180+2
1757,1772,A30,English Opening: Symmetrical Variation,1-0,87,180+2
1497,1465,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,55,180+2
1050,1006,C50,Italian Game: Anti-Fried Liver Defense,1-0,79,180+2
1978,1955,B23,"Sicilian Defense: Closed, Traditional",1-0,79,600+0
2165,2010,A40,Queen's Pawn Game,0-1,91,600+0
1871,1828,A00,Van Geet Opening,1-0,95,180+0
1917,2113,B00,Nimzowitsch Defense: Declined Variation,0-1,46,0+1
1207,1210,A00,Mieses Opening,1/2-1/2,256,180+0
1731,1689,C00,French Defense: La Bourdonnais Variation,1-0,43,60+0
1125,1909,B00,Owen Defense,0-1,28,180+0
1382,1340,C00,"French Defense: La Bourdonnais Variation, Reuter Gambit",0-1,56,60+0
1612,1619,D00,Queen's Pawn Game: Accelerated London System,0-1,70,60+0
1753,1741,A10,English Opening,1-0,47,60+0
1905,1883,A46,Indian Defense: London System,1-0,81,60+0
1058,1088,B00,Nimzowitsch Defense: Declined Variation,0-1,72,60+0
1889,1889,B34,"Sicilian Defense: Accelerated Dragon, Exchange Variation",1-0,67,60+0
2117,2125,B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",1-0,59,60+0
1596,1630,B00,St. George Defense,0-1,52,60+0
1842,1816,A40,Horwitz Defense,0-1,70,60+0
1696,1711,A48,East Indian Defense,0-1,66,60+0
2073,2074,A00,Van't Kruijs Opening,0-1,92,60+0
